コード,銘柄名,市場,時価総額(百万円),時価総額(億円),時価総額(兆円),ランクCD,ランク
2594,キーコーヒー,東P,43449,434.49,0,6,06_100億以上_500億未満
2597,ユニカフェ,東S,14965,149.65,0,6,06_100億以上_500億未満
2602,日清オイリオグループ,東P,165325,1653.25,0,4,04_1000億以上_5000億未満
2607,不二製油,東P,297123,2971.23,0,4,04_1000億以上_5000億未満
2612,カドヤ製油,東S,41933,419.33,0,6,06_100億以上_500億未満
2613,Jーオイルミルズ,東P,65744,657.44,0,5,05_500億以上_1000億未満
261A,日水コン,東S,25868,258.68,0,6,06_100億以上_500億未満
262A,インターメスティック,東P,56949,569.49,0,5,05_500億以上_1000億未満
264A,Schoo,東G,3674,36.74,0,7,07_100億未満
2652,マンダラケ,東S,12989,129.89,0,6,06_100億以上_500億未満
2653,イオン九州,東S,97046,970.46,0,5,05_500億以上_1000億未満
2654,アスモ,東S,5891,58.91,0,7,07_100億未満
2656,ベクターHLDG,東S,5641,56.41,0,7,07_100億未満
2659,サンエー,東P,200525,2005.25,0,4,04_1000億以上_5000億未満
265A,Hmcomm,東G,2680,26.8,0,7,07_100億未満
2664,カワチ薬品,東P,81371,813.71,0,5,05_500億以上_1000億未満
2666,オートウェーブ,東S,2254,22.54,0,7,07_100億未満
2667,イメージワン,東S,2248,22.48,0,7,07_100億未満
2668,タビオ,東S,8456,84.56,0,7,07_100億未満
2669,カネ美食品,東S,38300,383,0,6,06_100億以上_500億未満
2670,エービーシー･マート,東P,666838,6668.38,1,3,03_5000億以上_1兆未満
2673,夢ミツケ隊,東S,899,8.99,0.000899,7,07_100億未満
2674,ハードオフコーポレーション,東P,31983,319.83,0,6,06_100億以上_500億未満
2676,高千穂交易,東P,41684,416.84,0,6,06_100億以上_500億未満
2678,アスクル,東P,105930,1059.3,0,4,04_1000億以上_5000億未満
2681,ゲオHLDG,東P,79090,790.9,0,5,05_500億以上_1000億未満
2683,魚喜,東S,2561,25.61,0,7,07_100億未満
2685,アンドエスティHD,東P,172264,1722.64,0,4,04_1000億以上_5000億未満
2686,ジーフット,東S,12647,126.47,0,6,06_100億以上_500億未満
2687,シー･ヴイ･エス･ベイエリア,東S,2410,24.1,0,7,07_100億未満
2689,オルバヘルスケアHLDG,東S,12838,128.38,0,6,06_100億以上_500億未満
268A,リガク･HLDG,東P,695178,6951.78,1,3,03_5000億以上_1兆未満
2693,YKT,東S,4560,45.6,0,7,07_100億未満
2694,焼肉坂井HLDG,東S,16791,167.91,0,6,06_100億以上_500億未満
2695,クラ寿司,東P,126352,1263.52,0,4,04_1000億以上_5000億未満
2698,キャンドゥ,東S,53245,532.45,0,5,05_500億以上_1000億未満
269A,Sapeet,東G,3595,35.95,0,7,07_100億未満
2700,木徳神糧,東S,14868,148.68,0,6,06_100億以上_500億未満
2702,日本マクドナルドHLDG,東S,971938,9719.38,1,3,03_5000億以上_1兆未満
2705,大戸屋HLDG,東S,50988,509.88,0,5,05_500億以上_1000億未満
2708,久世,東S,8443,84.43,0,7,07_100億未満
2721,ジェイHLDG,東S,1374,13.74,0,7,07_100億未満
2722,IKHLDG,東S,3024,30.24,0,7,07_100億未満
2726,パルグループHLDG,東P,258383,2583.83,0,4,04_1000億以上_5000億未満
2730,エディオン,東P,298719,2987.19,0,4,04_1000億以上_5000億未満
2733,アラタ,東P,88016,880.16,0,5,05_500億以上_1000億未満
2734,サーラコーポレーション,東P,63796,637.96,0,5,05_500億以上_1000億未満
2735,ワッツ,東S,8129,81.29,0,7,07_100億未満
2736,フェスタリアHLDG,東S,2423,24.23,0,7,07_100億未満
2737,トーメンデバイス,東P,97065,970.65,0,5,05_500億以上_1000億未満
2742,ハローズ,東P,79397,793.97,0,5,05_500億以上_1000億未満
2747,北雄ラッキー,東S,3851,38.51,0,7,07_100億未満
2749,JP HLDG,東P,51743,517.43,0,5,05_500億以上_1000億未満
274A,ガーデン,東S,15801,158.01,0,6,06_100億以上_500億未満
2750,石光商事,東S,9840,98.4,0,7,07_100億未満
2751,テンポスHLDG,東S,50030,500.3,0,5,05_500億以上_1000億未満
2752,フジオフードグループ本社,東P,58995,589.95,0,5,05_500億以上_1000億未満
2753,アミヤキ亭,東P,26710,267.1,0,6,06_100億以上_500億未満
2760,東京エレクトロン デバイス,東P,132710,1327.1,0,4,04_1000億以上_5000億未満
2762,SANKO MARKETING,東S,3731,37.31,0,7,07_100億未満
2763,エフティグループ,東S,32466,324.66,0,6,06_100億以上_500億未満
2764,ヒラマツ,東S,9716,97.16,0,7,07_100億未満
2767,円谷フィールズHLDG,東P,88656,886.56,0,5,05_500億以上_1000億未満
2768,双日,東P,1082550,10825.5,1,2,02_1兆以上_10兆未満
2769,ヴィレッジヴァンガードコーポレ,東S,6462,64.62,0,7,07_100億未満
276A,ククレブ･アドバイザーズ,東G,14123,141.23,0,6,06_100億以上_500億未満
2776,新都HLDG,東S,6088,60.88,0,7,07_100億未満
2778,パレモHLDG,東S,1326,13.26,0,7,07_100億未満
277A,グロービング,東P,66505,665.05,0,5,05_500億以上_1000億未満
2780,コメ兵HLDG,東S,56510,565.1,0,5,05_500億以上_1000億未満
2782,セリア,東S,281746,2817.46,0,4,04_1000億以上_5000億未満
2784,アルフレッサHLDG,東P,420860,4208.6,0,4,04_1000億以上_5000億未満
2788,アップルインターナショナル,東S,5201,52.01,0,7,07_100億未満
2789,カルラ,東S,2746,27.46,0,7,07_100億未満
278A,Terra Drone,東G,78479,784.79,0,5,05_500億以上_1000億未満
2790,ナフコ,東S,61862,618.62,0,5,05_500億以上_1000億未満
2791,大黒天物産,東P,60475,604.75,0,5,05_500億以上_1000億未満
2792,ハニーズHLDG,東P,37916,379.16,0,6,06_100億以上_500億未満
2795,日本プリメックス,東S,5010,50.1,0,7,07_100億未満
2796,ファーマライズホールディングス,東S,6042,60.42,0,7,07_100億未満
2798,ワイズテーブルコーポレーション,東S,9856,98.56,0,7,07_100億未満
2801,キッコーマン,東P,1405653,14056.53,1,2,02_1兆以上_10兆未満
2802,味ノ素,東P,5004051,50040.51,5,2,02_1兆以上_10兆未満
2804,ブルドックソース,東P,22349,223.49,0,6,06_100億以上_500億未満
2805,エスビー食品,東S,134860,1348.6,0,4,04_1000億以上_5000億未満
2806,ユタカフーズ,東S,17002,170.02,0,6,06_100億以上_500億未満
2809,キユーピー,東P,563878,5638.78,1,3,03_5000億以上_1兆未満
280A,TMH,東G,9273,92.73,0,7,07_100億未満
2810,ハウス食品グループ本社,東P,317463,3174.63,0,4,04_1000億以上_5000億未満
2811,カゴメ,東P,228971,2289.71,0,4,04_1000億以上_5000億未満
2813,和弘食品,東S,10993,109.93,0,6,06_100億以上_500億未満
2814,佐藤食品工業,東S,22649,226.49,0,6,06_100億以上_500億未満
2815,アリアケジャパン,東P,169621,1696.21,0,4,04_1000億以上_5000億未満
2816,ダイショー,東S,13816,138.16,0,6,06_100億以上_500億未満
2818,ピエトロ,東S,12161,121.61,0,6,06_100億以上_500億未満
2819,エバラ食品工業,東S,23241,232.41,0,6,06_100億以上_500億未満
281A,インフォメティス,東G,3904,39.04,0,7,07_100億未満
2820,ヤマミ,東S,29194,291.94,0,6,06_100億以上_500億未満
2831,ハゴロモフーズ,東S,35777,357.77,0,6,06_100億以上_500億未満
285A,キオクシアHLDG,東P,42024411,420244.11,42,1,01_10兆以上
286A,ユカリア,東G,25297,252.97,0,6,06_100億以上_500億未満
2871,ニチレイ,東P,494568,4945.68,0,4,04_1000億以上_5000億未満
2872,セイヒョー,東S,3467,34.67,0,7,07_100億未満
2874,横浜冷凍,東P,134554,1345.54,0,4,04_1000億以上_5000億未満
2875,東洋水産,東P,1117126,11171.26,1,2,02_1兆以上_10兆未満
2876,デルソーレ,東S,4052,40.52,0,7,07_100億未満
2877,日東ベスト,東S,8871,88.71,0,7,07_100億未満
287A,黒田グループ,東S,46963,469.63,0,6,06_100億以上_500億未満
2882,イートアンドHLDG,東P,22149,221.49,0,6,06_100億以上_500億未満
2883,大冷,東S,11872,118.72,0,6,06_100億以上_500億未満
2884,ヨシムラ･フード･HLDG,東P,14835,148.35,0,6,06_100億以上_500億未満
288A,ラクサス･テクノロジーズ,東G,2535,25.35,0,7,07_100億未満
2892,日本食品化工,東S,19796,197.96,0,6,06_100億以上_500億未満
2894,石井食品,東S,5904,59.04,0,7,07_100億未満
2897,日清食品HLDG,東P,767917,7679.17,1,3,03_5000億以上_1兆未満
2901,ウェルディッシュ,東S,5606,56.06,0,7,07_100億未満
2903,シノブフーズ,東S,18312,183.12,0,6,06_100億以上_500億未満
2904,一正蒲鉾,東S,14389,143.89,0,6,06_100億以上_500億未満
2907,アジカン,東S,10487,104.87,0,6,06_100億以上_500億未満
2908,フジッコ,東P,44175,441.75,0,6,06_100億以上_500億未満
290A,Synspective,東G,188605,1886.05,0,4,04_1000億以上_5000億未満
2910,ロック･フィールド,東P,33084,330.84,0,6,06_100億以上_500億未満
2911,旭松食品,東S,4174,41.74,0,7,07_100億未満
2914,日本タバコ産業,東P,12050000,120500,12,1,01_10兆以上
2915,ケンコーマヨネーズ,東P,31173,311.73,0,6,06_100億以上_500億未満
2916,仙波糖化工業,東S,8299,82.99,0,7,07_100億未満
2917,大森屋,東S,4655,46.55,0,7,07_100億未満
2918,ワラベヤ日洋HLDG,東P,44822,448.22,0,6,06_100億以上_500億未満
291A,リスキル,東G,3566,35.66,0,7,07_100億未満
2922,ナトリ,東P,27945,279.45,0,6,06_100億以上_500億未満
2923,サトウ食品,東S,36950,369.5,0,6,06_100億以上_500億未満
2924,イフジ産業,東S,17617,176.17,0,6,06_100億以上_500億未満
2926,篠崎屋,東S,1359,13.59,0,7,07_100億未満
2927,AFCーHDアムスライフ,東S,12085,120.85,0,6,06_100億以上_500億未満
2929,ファーマフーズ,東P,18378,183.78,0,6,06_100億以上_500億未満
2930,北ノ達人,東P,17070,170.7,0,6,06_100億以上_500億未満
2931,ユーグレナ,東P,48135,481.35,0,6,06_100億以上_500億未満
2932,STIフードHLDG,東S,18454,184.54,0,6,06_100億以上_500億未満
2933,紀文食品,東P,23332,233.32,0,6,06_100億以上_500億未満
2934,ジェイフロンティア,東G,7844,78.44,0,7,07_100億未満
2935,ピックルスHLDG,東P,13759,137.59,0,6,06_100億以上_500億未満
2936,ベースフード,東G,15933,159.33,0,6,06_100億以上_500億未満
2937,サンクゼール,東G,15530,155.3,0,6,06_100億以上_500億未満
2938,オカムラ食品工業,東S,74628,746.28,0,5,05_500億以上_1000億未満
2961,日本調理機,東S,5678,56.78,0,7,07_100億未満
2962,テクニスコ,東S,12172,121.72,0,6,06_100億以上_500億未満
296A,令和アカウンティング･HLDG,東G,27938,279.38,0,6,06_100億以上_500億未満
2970,GLC GROUP,東S,19712,197.12,0,6,06_100億以上_500億未満
2975,スター･マイカ･HLDG,東P,54975,549.75,0,5,05_500億以上_1000億未満
2978,ツクルバ,東G,4449,44.49,0,7,07_100億未満
297A,アルピコHLDG,東S,14863,148.63,0,6,06_100億以上_500億未満
2980,SRE HLDG,東P,40206,402.06,0,6,06_100億以上_500億未満
2981,ランディックス,東G,11224,112.24,0,6,06_100億以上_500億未満
2982,ADワークスグループ,東P,19417,194.17,0,6,06_100億以上_500億未満
2983,アールプランナー,東G,14579,145.79,0,6,06_100億以上_500億未満
2984,ヤマイチエステート,東S,6148,61.48,0,7,07_100億未満
2986,LA HLDG,東G,61363,613.63,0,5,05_500億以上_1000億未満
298A,GVA TECH,東G,1271,12.71,0,7,07_100億未満
2991,ランドネット,東S,13415,134.15,0,6,06_100億以上_500億未満
2993,長栄,東S,9085,90.85,0,7,07_100億未満
2997,ストレージ王,東G,1745,17.45,0,7,07_100億未満
2998,クリアル,東G,15148,151.48,0,6,06_100億以上_500億未満
2999,ホームポジション,東S,5280,52.8,0,7,07_100億未満
299A,クラシル,東G,41347,413.47,0,6,06_100億以上_500億未満
3001,片倉工業,東S,85115,851.15,0,5,05_500億以上_1000億未満
3002,グンゼ,東P,116240,1162.4,0,4,04_1000億以上_5000億未満
3003,ヒューリック,東P,1252841,12528.41,1,2,02_1兆以上_10兆未満
3004,神栄,東S,8641,86.41,0,7,07_100億未満
300A,MIC,東S,19570,195.7,0,6,06_100億以上_500億未満
3010,ポラリス･HLDG,東S,37894,378.94,0,6,06_100億以上_500億未満
3011,バナーズ,東S,3096,30.96,0,7,07_100億未満
3020,アプライド,東S,10907,109.07,0,6,06_100億以上_500億未満
3021,パシフィックネット,東S,8886,88.86,0,7,07_100億未満
3023,ラサ商事,東S,19535,195.35,0,6,06_100億以上_500億未満
3024,クリエイト,東S,3933,39.33,0,7,07_100億未満
3028,アルペン,東P,78126,781.26,0,5,05_500億以上_1000億未満
302A,ビースタイルHLDG,東G,1603,16.03,0,7,07_100億未満
3030,ハブ,東S,11650,116.5,0,6,06_100億以上_500億未満
3031,ラクーンHLDG,東P,13182,131.82,0,6,06_100億以上_500億未満
3034,クオールHLDG,東P,71581,715.81,0,5,05_500億以上_1000億未満
3035,ケイティケイ,東S,4408,44.08,0,7,07_100億未満
3036,アルコニックス,東P,72802,728.02,0,5,05_500億以上_1000億未満
3038,神戸物産,東P,701784,7017.84,1,3,03_5000億以上_1兆未満
303A,visumo,東G,1237,12.37,0,7,07_100億未満
3040,ソリトンシステムズ,東P,43090,430.9,0,6,06_100億以上_500億未満
3041,ビューティカダンHLDG,東S,2858,28.58,0,7,07_100億未満
3042,セキュアヴェイル,東S,2153,21.53,0,7,07_100億未満
3045,カワサキ,東S,4253,42.53,0,7,07_100億未満
3046,ジンズHLDG,東P,191360,1913.6,0,4,04_1000億以上_5000億未満
3048,ビックカメラ,東P,337534,3375.34,0,4,04_1000億以上_5000億未満
304A,フォルシア,東G,2098,20.98,0,7,07_100億未満
3050,DCM HLDG,東P,209934,2099.34,0,4,04_1000億以上_5000億未満
3053,ペッパーフードサービス,東S,11425,114.25,0,6,06_100億以上_500億未満
3054,ハイパー,東S,2334,23.34,0,7,07_100億未満
3058,三洋堂HLDG,東S,5039,50.39,0,7,07_100億未満
3059,ヒラキ,東S,3676,36.76,0,7,07_100億未満
3063,ジェイグループHLDG,東G,12720,127.2,0,6,06_100億以上_500億未満
3064,MonotaRO,東P,921505,9215.05,1,3,03_5000億以上_1兆未満
3065,ライフフーズ,東S,5908,59.08,0,7,07_100億未満
3067,東京一番フーズ,東S,4082,40.82,0,7,07_100億未満
3068,WDI,東S,18394,183.94,0,6,06_100億以上_500億未満
3069,JFLA HLDG,東S,7193,71.93,0,7,07_100億未満
3070,ジェリービーンズグループ,東G,7483,74.83,0,7,07_100億未満
3071,ストリーム,東S,2910,29.1,0,7,07_100億未満
3075,銚子丸,東S,23214,232.14,0,6,06_100億以上_500億未満
3076,アイHLDG,東P,153643,1536.43,0,4,04_1000億以上_5000億未満
3077,ホリイフードサービス,東S,5087,50.87,0,7,07_100億未満
3079,ディーブイエックス,東S,10597,105.97,0,6,06_100億以上_500億未満
3080,ジェーソン,東S,9635,96.35,0,7,07_100億未満
3082,キチリHLDG,東S,11143,111.43,0,6,06_100億以上_500億未満
3083,スターシーズ,東S,8631,86.31,0,7,07_100億未満
3086,J.フロント リテイリング,東P,594162,5941.62,1,3,03_5000億以上_1兆未満
3087,ドトール･日レスHLDG,東P,117582,1175.82,0,4,04_1000億以上_5000億未満
3088,マツキヨココカラ&カンパニー,東P,926929,9269.29,1,3,03_5000億以上_1兆未満
3089,テクノアルファ,東S,2851,28.51,0,7,07_100億未満
3091,ブロンコビリー,東P,61372,613.72,0,5,05_500億以上_1000億未満
3092,ZOZO,東P,918347,9183.47,1,3,03_5000億以上_1兆未満
3093,トレジャー･ファクトリー,東P,43436,434.36,0,6,06_100億以上_500億未満
3096,オーシャンシステム,東S,17820,178.2,0,6,06_100億以上_500億未満
3097,物語コーポレーション,東P,175237,1752.37,0,4,04_1000億以上_5000億未満
3099,三越伊勢丹HLDG,東P,1269895,12698.95,1,2,02_1兆以上_10兆未満
3101,東洋紡,東P,167412,1674.12,0,4,04_1000億以上_5000億未満
3103,ユニチカ,東S,68552,685.52,0,5,05_500億以上_1000億未満
3104,富士紡HLDG,東P,130287,1302.87,0,4,04_1000億以上_5000億未満
3105,日清紡HLDG,東P,401384,4013.84,0,4,04_1000億以上_5000億未満
3106,倉敷紡績,東P,163200,1632,0,4,04_1000億以上_5000億未満
3107,ダイワボウHLDG,東P,309411,3094.11,0,4,04_1000億以上_5000億未満
3109,シキボウ,東P,12760,127.6,0,6,06_100億以上_500億未満
3110,日東紡績,東P,783507,7835.07,1,3,03_5000億以上_1兆未満
3111,オーミケンシ,東S,1188,11.88,0,7,07_100億未満
3113,UNIVA･OakHLDG,東S,6623,66.23,0,7,07_100億未満
3116,トヨタ紡織,東P,419808,4198.08,0,4,04_1000億以上_5000億未満
3121,マーチャント･バンカーズ,東S,7349,73.49,0,7,07_100億未満
3123,サイボー,東S,8745,87.45,0,7,07_100億未満
3131,シンデン･ハイテックス,東S,7871,78.71,0,7,07_100億未満
3132,マクニカHLDG,東P,622455,6224.55,1,3,03_5000億以上_1兆未満
3133,海帆,東G,7986,79.86,0,7,07_100億未満
3134,Hamee,東S,6433,64.33,0,7,07_100億未満
3135,マーケットエンタープライズ,東S,6983,69.83,0,7,07_100億未満
3137,ファンデリー,東S,2446,24.46,0,7,07_100億未満
3138,富士山マガジンサービス,東S,3758,37.58,0,7,07_100億未満
3139,ラクト･ジャパン,東P,31206,312.06,0,6,06_100億以上_500億未満
3140,BRUNO,東G,15468,154.68,0,6,06_100億以上_500億未満
3143,オーウイル,東S,5982,59.82,0,7,07_100億未満
3148,クリエイトSD HLDG,東P,213488,2134.88,0,4,04_1000億以上_5000億未満
3150,グリムス,東P,55708,557.08,0,5,05_500億以上_1000億未満
3151,バイタルケーエスケーHLDG,東P,79827,798.27,0,5,05_500億以上_1000億未満
3153,八洲電機,東P,60490,604.9,0,5,05_500億以上_1000億未満
